,match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,best_odds,worst_odds,date,t1_elo,t2_elo,elo_diff
652,71636,8088,8182,False,8,0,3,2,1,5,4,1,2,,-5,8,0.0196078431372549,0.0196078431372549,0.0196078431372549,2022-03-11,1485.4358728782763,1575.0102238319519,-89.57435095367555
1256,69004,257,397,True,0,4,1,2,5,8,3,2,0,4.0,3,2,0.8066614623991673,0.819672131147541,0.7936507936507936,2022-03-11,1484.7024671725246,1487.503596331034,-2.8011291585094114
1324,70076,188,6675,True,3,8,2,5,0,1,4,2,1,,7,4,0.6493506493506493,0.6493506493506493,0.6493506493506493,2022-03-11,1550.362114430467,1583.2323151123435,-32.87020068187644
1181,70077,1034,637,True,8,0,5,2,3,4,1,2,0,1.0,-7,-3,0.4629629629629629,0.4629629629629629,0.4629629629629629,2022-03-11,1477.9603454190863,1470.2617144638239,7.698630955262388
1007,69018,4567,2593,False,2,4,3,1,5,0,8,0,2,,-2,4,0.2307692307692308,0.2307692307692308,0.2307692307692308,2022-03-11,1482.627882347793,1544.4297473551262,-61.80186500733316
279,70299,420,6961,False,2,1,3,8,5,0,4,0,2,,-8,5,0.0428649935885693,0.0566037735849057,0.0291262135922329,2022-03-12,1484.0339081301693,1531.263693206478,-47.229785076308644
1332,70079,120,5248,True,3,0,8,1,2,4,5,2,0,,0,-7,0.78125,0.78125,0.78125,2022-03-12,1441.7623567926641,1470.375161742652,-28.612804949987776
1258,71638,2542,8185,False,2,5,3,4,1,8,0,0,2,,4,6,0.3421052631578947,0.3421052631578947,0.3421052631578947,2022-03-12,1485.4358728782763,1556.3514958780036,-70.91562299972725
750,76106,4330,918,True,3,8,2,1,0,5,4,2,0,,-1,0,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-03-12,1500.0,1538.13158899026,-38.13158899026007
904,69017,4915,472,True,4,8,3,2,5,1,0,2,1,,7,4,0.591715976331361,0.591715976331361,0.591715976331361,2022-03-12,1503.1638499643725,1484.0,19.163849964372503
1400,69002,3531,2593,False,3,5,1,2,0,4,8,0,2,1.0,5,5,0.5771500089397461,0.5798319327731092,0.574468085106383,2022-03-12,1576.516423390143,1557.6133090936153,18.903114296527747
434,69015,628,474,True,8,1,3,5,4,0,2,2,0,6.0,7,1,0.3484320557491289,0.3484320557491289,0.3484320557491289,2022-03-12,1534.1632464182617,1545.9658952491031,-11.802648830841463
1315,69003,6460,628,True,8,5,1,2,3,4,0,2,1,,2,7,0.5221861471861472,0.5681818181818182,0.4761904761904761,2022-03-13,1470.3567131174516,1550.7065694989783,-80.3498563815267
531,71640,2554,8182,True,0,2,8,4,3,5,1,2,0,,-1,8,,0.0,1.0,2022-03-13,1484.736306793522,1586.9742021207344,-102.2378953272123
344,69016,397,3531,True,3,5,1,2,8,4,0,2,1,,-2,1,0.3067484662576687,0.3067484662576687,0.3067484662576687,2022-03-13,1471.3746023610404,1559.6467607563575,-88.27215839531709
78,70300,2406,4894,False,4,3,1,8,5,0,2,1,2,-1.0,-1,-2,0.2857142857142857,0.2857142857142857,0.2857142857142857,2022-03-13,1453.4695015289756,1472.2395792367677,-18.770077707792097
768,70080,8127,1615,True,2,5,3,8,1,0,4,2,0,,1,-2,0.7936507936507936,0.7936507936507936,0.7936507936507936,2022-03-13,1516.5921782257692,1487.471824598776,29.120353626993165
304,69006,472,474,False,3,5,4,2,8,1,0,0,2,-1.0,1,-3,0.2481203007518797,0.2481203007518797,0.2481203007518797,2022-03-13,1468.8816339906568,1529.4225721683865,-60.540938177729686
471,70078,2,2815,False,8,5,1,3,4,0,2,0,2,4.0,1,4,0.4505494505494506,0.4505494505494506,0.4505494505494506,2022-03-13,1517.310775294226,1533.3100829787782,-15.99930768455215
246,76214,7031,6387,False,2,5,3,1,4,8,0,1,2,,5,2,0.6138996138996139,0.6138996138996139,0.6138996138996139,2022-03-16,1500.0,1557.8513054776754,-57.851305477675396
335,69005,4915,8326,False,4,5,3,8,2,0,1,0,2,,6,2,0.2063492063492064,0.2063492063492064,0.2063492063492064,2022-03-16,1518.2822159737157,1500.0,18.282215973715665
927,69012,1209,2593,False,2,3,5,0,4,1,8,1,2,-2.0,5,6,0.3630573248407643,0.3630573248407643,0.3630573248407643,2022-03-16,1516.0,1574.4829717274008,-58.48297172740081
1223,77785,188,1615,True,3,8,1,5,2,0,4,2,1,1.0,7,-2,0.909767595732363,0.9345794392523364,0.8849557522123894,2022-03-17,1567.8713429223462,1472.809734979988,95.06160794235825
349,76213,7397,2032,True,3,4,8,1,2,5,0,2,1,,9,1,0.5692599620493358,0.7352941176470588,0.4032258064516129,2022-03-17,1545.1004474267124,1500.0,45.100447426712435
747,76210,624,4330,True,0,1,2,3,5,4,8,2,0,,11,2,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-03-17,1572.42242149511,1517.749007701561,54.673413793549116
900,77786,8127,533,True,2,4,3,5,0,8,1,2,1,,3,3,0.7092555331991952,0.7142857142857143,0.7042253521126761,2022-03-17,1531.2542678445573,1516.346974066559,14.907293777998348
189,77788,6675,2,True,8,3,2,0,1,5,4,2,0,,5,0,0.5780346820809249,0.5780346820809249,0.5780346820809249,2022-03-18,1565.7230866204643,1502.0470502729597,63.67603634750458
165,77431,8182,2542,True,2,1,3,8,0,4,5,2,1,2.0,5,4,0.7042253521126761,0.7042253521126761,0.7042253521126761,2022-03-18,1566.3973229235676,1472.6570487167041,93.74027420686343
345,77430,8185,2554,True,2,8,3,5,1,0,4,2,1,2.0,6,3,0.9389878328337152,0.9433962264150942,0.9345794392523364,2022-03-18,1569.1303200395757,1505.313185990689,63.81713404888683
786,69009,4915,628,False,1,8,3,4,2,0,5,1,2,-1.0,3,4,0.3902439024390244,0.3902439024390244,0.3902439024390244,2022-03-18,1501.4410650285888,1531.070908163728,-29.629843135139254
700,77790,642,6675,False,4,3,2,8,1,5,0,0,2,-4.0,-1,5,0.2647058823529412,0.2647058823529412,0.2647058823529412,2022-03-19,1502.020926975644,1578.8230940610993,-76.80216708545527
244,76219,624,8309,True,4,1,8,0,2,3,5,2,1,,11,3,0.8849557522123894,0.8849557522123894,0.8849557522123894,2022-03-19,1585.925196744847,1500.0,85.92519674484697
849,77789,188,8127,False,2,8,1,5,3,4,0,1,2,,6,5,0.6632996632996633,0.6632996632996633,0.6632996632996633,2022-03-19,1579.5996614722221,1546.5681825673373,33.03147890488481
418,77434,8185,8182,True,3,5,1,0,2,8,4,2,0,-2.0,5,4,0.5714285714285714,0.5714285714285714,0.5714285714285714,2022-03-20,1582.2240436152542,1578.1822110410183,4.041832574235968
1430,77794,2815,2,True,5,8,1,2,4,0,3,2,1,-2.0,5,-3,0.6756756756756757,0.6756756756756757,0.6756756756756757,2022-03-20,1548.5738080000444,1488.9470428323248,59.62676516771967
52,76229,7397,2032,True,3,4,8,2,1,5,0,2,0,1.0,9,2,0.3846153846153846,0.3846153846153846,0.3846153846153846,2022-03-21,1559.0350828737721,1486.0653645529403,72.96971832083182
1302,79074,257,474,False,2,0,1,3,5,8,4,1,2,0.0,4,1,0.5169082125603864,0.5169082125603864,0.5169082125603864,2022-03-22,1500.8314611425183,1542.6624381869235,-41.830977044405245
342,79075,2593,8326,True,5,4,2,0,1,3,8,2,1,2.0,8,7,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-03-23,1587.8148832220788,1516.8411509451269,70.97373227695198
715,79076,628,474,True,1,0,3,5,4,8,2,2,0,6.0,4,4,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-03-23,1545.7097018539682,1556.7453051343102,-11.035603280342002
1271,77811,7391,2406,True,0,8,1,5,2,4,3,2,1,-1.0,5,2,0.5848753292061429,0.591715976331361,0.5780346820809249,2022-03-23,1514.5625781841652,1438.3330555745972,76.229522609568
1327,77810,6961,4894,True,4,1,5,8,2,0,3,2,0,,7,4,0.6397678031232115,0.6622516556291391,0.6172839506172839,2022-03-23,1545.1019804296125,1487.376025191146,57.72595523846644
858,79079,474,1209,True,3,4,8,1,0,2,5,2,0,4.0,1,-3,0.7019704433497538,0.7142857142857143,0.6896551724137931,2022-03-24,1540.237267661918,1502.668088505322,37.569179156595965
896,76235,4050,6387,False,3,8,5,2,0,1,4,1,2,,10,2,0.6932515337423313,0.6932515337423313,0.6932515337423313,2022-03-24,1470.1632457797655,1571.2115059253247,-101.0482601455592
299,76232,6387,4210,True,5,1,3,8,4,0,2,2,1,,2,0,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-03-24,1582.6849776796298,1484.0,98.68497767962981
978,77816,2406,4894,False,0,4,1,8,5,2,3,0,2,-2.0,-1,4,0.4219653179190751,0.4219653179190751,0.4219653179190751,2022-03-24,1425.788288039232,1474.010208952563,-48.22192091333113
751,77796,188,2815,True,1,5,8,4,2,0,3,2,1,4.0,4,4,0.6316754344014028,0.6535947712418301,0.6097560975609756,2022-03-24,1562.083072249784,1561.8545388592793,0.22853339050470822
1084,77815,4894,6946,True,1,8,5,0,2,4,3,2,0,,1,1,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-03-24,1487.8036580658772,1484.736306793522,3.067351272355154
290,76233,466,7397,False,5,0,2,8,1,3,4,0,2,,11,9,0.3243243243243243,0.3243243243243243,0.3243243243243243,2022-03-24,1516.736306793522,1571.7232554320283,-54.98694863850619
916,76234,624,4150,True,0,1,3,2,8,4,5,2,0,0.0,10,5,0.8771929824561404,0.8771929824561404,0.8771929824561404,2022-03-24,1598.0469438584919,1531.622736054489,66.42420780400289
1366,77814,2406,243,True,2,5,1,3,8,0,4,2,1,2.0,0,-2,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-03-24,1411.9948389259177,1500.0,-88.00516107408225
1195,78791,724,2355,True,5,4,2,1,0,3,8,2,0,,8,6,0.2732240437158469,0.2732240437158469,0.2732240437158469,2022-03-24,1500.0,1516.7025358681706,-16.70253586817057
114,76236,7397,624,False,0,5,2,3,1,4,8,0,2,,9,10,0.5166919226707076,0.5798319327731092,0.453551912568306,2022-03-25,1585.2119455841166,1611.0247287070954,-25.81278312297877
1123,79077,2593,628,False,1,5,2,3,4,8,0,0,2,0.0,8,5,0.54337899543379,0.54337899543379,0.54337899543379,2022-03-25,1600.5911399016284,1562.2177393263605,38.37340057526785
749,77791,8127,6675,True,3,5,0,4,1,8,2,2,0,,4,6,0.6211180124223602,0.6211180124223602,0.6211180124223602,2022-03-25,1564.0847717897755,1591.3427291427352,-27.257957352959693
169,77797,533,188,False,1,2,3,5,4,8,0,1,2,-5.0,6,4,0.462719298245614,0.5833333333333333,0.3421052631578947,2022-03-25,1501.0330593437789,1578.0725478997372,-77.03948855595831
1326,76242,7397,8309,True,8,5,1,2,0,4,3,2,0,,5,0,0.8474576271186441,0.8474576271186441,0.8474576271186441,2022-03-25,1570.39848583608,1487.878252886355,82.52023294972491
663,79081,474,257,False,2,0,1,4,5,8,3,0,2,1.0,1,4,0.5073891625615763,0.5073891625615763,0.5073891625615763,2022-03-25,1554.5138549102526,1486.7485941951315,67.76526071512103
575,78792,2359,7269,True,5,4,8,0,2,3,1,2,0,,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-03-25,1500.0,1500.0,0.0
1261,76244,7397,466,True,5,3,2,1,8,4,0,2,1,2.0,5,5,0.7753801767145518,0.7874015748031495,0.7633587786259541,2022-03-26,1582.668171242851,1503.2476166414338,79.42055460141728
400,76245,6387,7397,False,3,8,2,5,0,1,4,1,2,,-2,5,0.2700729927007299,0.2700729927007299,0.2700729927007299,2022-03-26,1594.2587634314966,1595.0731207419672,-0.814357310470541
416,76237,6387,624,False,0,4,3,1,8,5,2,0,2,-9.0,2,10,0.2647058823529412,0.2647058823529412,0.2647058823529412,2022-03-26,1578.2962659028874,1625.838188455132,-47.541922552244614
545,78796,724,2355,False,5,3,2,0,1,4,8,0,2,2.0,6,2,0.3421052631578947,0.3421052631578947,0.3421052631578947,2022-03-27,1516.768588201998,1499.9339476661726,16.83464053582543
833,84373,8127,7397,False,2,3,1,8,0,5,4,0,2,,5,1,0.8073217726396917,0.8073217726396917,0.8073217726396917,2022-04-10,1581.3374779746705,1611.0356182705764,-29.698140295905887
959,84374,2355,474,False,5,2,1,8,3,0,4,0,2,-4.0,5,1,0.2614998909962938,0.2805755395683452,0.2424242424242424,2022-04-10,1516.7086053635921,1535.4321291196406,-18.723523756048507
1472,84372,8185,5448,True,0,1,3,8,5,4,2,2,0,,10,9,0.7575757575757576,0.7575757575757576,0.7575757575757576,2022-04-10,1598.037918742865,1500.0,98.03791874286503
361,84371,2593,7391,False,1,3,2,4,8,0,5,0,2,,-1,-1,0.6481481481481481,0.6666666666666667,0.6296296296296297,2022-04-11,1582.8311302696036,1527.1073457195305,55.723784550073105
375,84647,7397,474,False,1,3,2,4,8,5,0,1,2,,5,1,0.2248062015503876,0.2248062015503876,0.2248062015503876,2022-04-11,1625.6712895769926,1550.570712733044,75.1005768439486
766,84644,7391,8185,False,4,1,8,0,5,2,3,0,2,,0,10,0.453125,0.6875,0.21875,2022-04-12,1545.651741108478,1609.6392363949763,-63.98749528649819
1254,84648,8127,2355,True,5,3,2,8,1,0,4,2,0,,1,1,0.7045398164227239,0.7194244604316548,0.6896551724137931,2022-04-12,1566.7018066682542,1501.5700217501887,65.13178491806548
907,84645,2593,5448,False,0,1,2,8,3,5,4,0,2,,-5,5,0.7530864197530864,0.7530864197530864,0.7530864197530864,2022-04-12,1564.286734880656,1488.3986823478888,75.88805253276723
1392,84646,7391,5448,False,0,2,1,4,8,5,3,1,2,,1,5,0.5098039215686274,0.5098039215686274,0.5098039215686274,2022-04-13,1532.565603430171,1507.8389197092908,24.726683720880146
862,84649,7397,8127,False,2,5,1,8,4,3,0,0,2,2.0,2,2,0.4447520610311307,0.4708994708994708,0.4186046511627906,2022-04-13,1606.2656570539918,1579.737026338352,26.528630715639792
46,85526,6961,474,True,1,3,8,2,5,4,0,2,1,,12,1,0.5003065603923973,0.5714285714285714,0.4291845493562232,2022-04-14,1558.4677966681954,1569.9763452560449,-11.508548587849418
423,85523,257,5448,True,3,4,0,2,1,8,5,2,0,,4,5,0.8474576271186441,0.8474576271186441,0.8474576271186441,2022-04-14,1505.8303199857435,1524.9757069316447,-19.145386945901237
328,85524,6675,8127,False,2,8,1,0,4,5,3,1,2,-1.0,6,3,0.4938806731259562,0.5283018867924529,0.4594594594594595,2022-04-15,1574.0900229578401,1596.9563462380236,-22.86632328018345
234,85525,624,8185,False,2,5,3,8,1,4,0,1,2,,8,10,0.49528672427337,0.736842105263158,0.2537313432835821,2022-04-15,1639.6623653230076,1622.7253740732833,16.936991249724315
1001,85531,5448,474,True,0,2,1,5,3,4,8,2,1,,1,2,0.2450980392156862,0.2450980392156862,0.2450980392156862,2022-04-16,1508.0949206153143,1553.4465507599684,-45.35163014465411
902,85532,624,6675,True,0,3,2,1,8,4,5,2,0,,6,3,0.3802281368821293,0.3802281368821293,0.3802281368821293,2022-04-16,1622.8830053170605,1559.1415382654127,63.74146705164776
1382,85527,257,6961,False,4,3,8,1,2,0,5,0,2,,7,11,0.4594594594594595,0.4594594594594595,0.4594594594594595,2022-04-17,1522.7111063020739,1574.9975911642719,-52.286484862197995
348,85528,8185,8127,False,2,4,1,3,0,5,8,1,2,,10,2,0.5370370370370371,0.5370370370370371,0.5370370370370371,2022-04-17,1639.5047340792305,1611.904830930451,27.599903148779504
138,85534,257,624,False,2,0,4,3,8,1,5,0,2,,3,6,0.5594713656387665,0.5594713656387665,0.5594713656387665,2022-04-18,1509.1009731766571,1635.9800986495848,-126.87912547292763
1248,85533,8185,5448,False,4,2,3,1,5,0,8,1,2,2.0,7,0,0.7333333333333334,0.7333333333333334,0.7333333333333334,2022-04-18,1622.236378449252,1526.1716587489163,96.06471970033567
332,91583,6461,120,False,2,3,5,4,0,8,1,1,2,,3,3,,0.0,1.0,2022-04-20,1484.6364586415966,1459.0770543066128,25.55940433498381
88,85535,5448,624,True,3,2,0,1,4,5,8,2,1,,3,6,0.5208333333333334,0.5208333333333334,0.5208333333333334,2022-04-22,1546.4862093345728,1646.3836970818902,-99.89748774731743
436,85529,6961,8127,True,2,4,8,1,3,0,5,2,1,,11,4,0.5747126436781609,0.5747126436781609,0.5747126436781609,2022-04-22,1588.6077242896886,1629.1731865604295,-40.56546227074091
1131,94309,120,8370,True,3,0,1,5,4,8,2,2,0,7.0,3,3,,0.0,1.0,2022-04-29,1476.2519895799153,1500.0,-23.74801042008471
458,94321,2,6461,True,3,4,5,2,8,1,0,2,1,,-2,5,,0.0,1.0,2022-04-29,1475.66631197309,1467.4615233682941,8.204788604795795
76,95488,918,2917,False,2,4,3,5,0,1,8,1,2,1.0,-6,6,0.5215311004784688,0.5215311004784688,0.5215311004784688,2022-04-30,1520.3825812886992,1486.829155439754,33.55342584894515
258,94346,120,17,True,5,3,2,4,1,8,0,2,1,2.0,2,5,,0.0,1.0,2022-04-30,1493.3439258842975,1468.0338330211207,25.310092863176806
636,94327,2815,1034,False,8,1,0,2,5,3,4,0,2,3.0,5,7,,0.0,1.0,2022-04-30,1545.865063209326,1493.6058683753704,52.25919483395569
133,94326,2,337,False,5,8,3,2,1,0,4,1,2,11.0,-2,4,0.6047430830039525,0.6047430830039525,0.6047430830039525,2022-04-30,1491.2885377177254,1484.736306793522,6.552230924203286
29,94324,1615,1034,False,8,2,0,5,3,1,4,0,2,-2.0,4,4,0.3975903614457831,0.3975903614457831,0.3975903614457831,2022-04-30,1461.081416430112,1511.9945065219474,-50.91309009183533
384,94339,120,793,True,8,0,2,5,3,4,1,2,1,1.0,2,4,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-04-30,1508.1804105162191,1500.0,8.180410516219126
224,94323,2815,5248,True,8,2,5,4,3,1,0,2,0,2.0,2,4,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-04-30,1527.476425062749,1453.0604642287033,74.41596083404579
890,94353,1615,120,False,8,1,0,5,4,2,3,1,2,1.0,1,5,0.4117647058823529,0.4117647058823529,0.4117647058823529,2022-05-01,1447.4094109985574,1523.803758289329,-76.39434729077152
979,95490,799,918,False,5,2,8,3,4,0,1,1,2,2.0,3,-9,0.5495495495495496,0.5495495495495496,0.5495495495495496,2022-05-01,1538.235306177882,1502.8421748879719,35.393131289910116
363,94355,106,120,True,3,1,4,2,5,8,0,2,1,-4.0,4,4,,0.0,1.0,2022-05-01,1484.0339081301693,1536.3412900925307,-52.30738196236143
376,94354,2,642,False,5,2,4,0,1,3,8,1,2,-1.0,2,2,0.609375,0.609375,0.609375,2022-05-01,1474.9868320996147,1489.501291894008,-14.51445979439336
1075,97194,2,6461,False,3,4,8,0,5,1,2,0,2,1.0,2,3,,0.0,1.0,2022-05-06,1459.654859099242,1451.8392976236587,7.8155614755833085
1002,97192,120,2350,True,1,5,4,0,2,3,8,2,0,,5,6,,0.0,1.0,2022-05-06,1517.9504823497268,1515.2298601853572,2.7206221643696153
1034,97197,5248,2291,True,3,4,1,2,5,0,8,2,1,1.0,1,3,,0.0,1.0,2022-05-06,1440.4359848237734,1484.0,-43.564015176226576
1048,97200,120,8370,True,3,4,1,0,8,5,2,2,1,9.0,6,4,0.7633587786259541,0.7633587786259541,0.7633587786259541,2022-05-07,1533.8251956297058,1482.9080636956178,50.91713193408805
179,97228,4346,2,False,8,3,1,5,4,2,0,0,2,,1,3,,0.0,1.0,2022-05-07,1500.0,1443.2949998894771,56.70500011052286
386,97205,5248,1615,True,8,1,0,3,4,5,2,2,0,-3.0,0,7,0.4291845493562232,0.4291845493562232,0.4291845493562232,2022-05-07,1458.4317337677298,1434.8718791953556,23.559854572374206
1054,97202,7854,5248,False,4,1,0,5,2,3,8,0,2,4.0,6,0,0.4505494505494506,0.4505494505494506,0.4505494505494506,2022-05-07,1500.0,1473.3484223213495,26.651577678650483
20,97222,2348,17,False,4,2,5,3,0,8,1,0,2,-2.0,4,6,,0.0,1.0,2022-05-07,1500.0,1453.197348389199,46.80265161080092
380,97226,6451,17,True,1,3,5,2,0,8,4,2,0,,1,6,,0.0,1.0,2022-05-07,1500.0,1471.339746803259,28.660253196740996
1379,97224,4388,2,False,8,0,2,3,1,5,4,0,2,,6,2,,0.0,1.0,2022-05-07,1500.0,1461.8834193173736,38.11658068262636
1110,97204,120,6461,True,3,5,0,1,8,2,4,2,0,1.0,5,6,,0.0,1.0,2022-05-07,1547.4970188683335,1468.1991568334236,79.29786203490994
331,97233,6461,2,False,8,0,3,2,4,5,1,0,2,1.0,5,6,,0.0,1.0,2022-05-08,1455.7888419627695,1479.6317441164765,-23.842902153706973
483,97231,2,4345,True,8,2,3,5,1,4,0,2,0,,6,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-05-08,1494.5354583204617,1500.0,-5.464541679538343
1230,97724,4762,1184,False,3,5,0,8,4,2,1,0,2,1.0,3,2,0.2592592592592593,0.2592592592592593,0.2592592592592593,2022-05-09,1484.0,1527.729526119354,-43.72952611935398
387,99606,6389,878,True,8,2,3,0,1,5,4,2,0,,6,8,0.6097560975609756,0.6097560975609756,0.6097560975609756,2022-05-11,1495.9736272658936,1500.0,-4.026372734106417
1062,99607,6199,4150,True,3,0,1,5,2,8,4,2,1,-5.0,2,3,0.4784688995215311,0.4784688995215311,0.4784688995215311,2022-05-12,1463.3940464665563,1518.6449512058855,-55.250904739329144
609,99609,6199,3136,True,3,2,1,0,8,5,4,2,0,-2.0,5,2,0.6097560975609756,0.6097560975609756,0.6097560975609756,2022-05-12,1481.9172110667844,1530.331306004138,-48.41409493735364
315,99764,2112,7397,False,4,8,1,3,2,5,0,0,2,,9,-1,0.1735537190082644,0.1735537190082644,0.1735537190082644,2022-05-12,1500.0617169957764,1589.0463371543203,-88.98462015854398
949,89210,6387,879,True,2,5,3,1,8,0,4,2,0,,0,5,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-05-12,1564.4720890350118,1484.7040256829766,79.76806335203514
362,99687,642,2,True,8,4,0,5,1,2,3,2,1,2.0,5,10,0.3703703703703703,0.3703703703703703,0.3703703703703703,2022-05-13,1504.8332648943808,1510.7870890158358,-5.953824121455
806,89211,624,3351,True,0,2,1,5,8,3,4,2,0,,3,-1,,0.0,1.0,2022-05-13,1625.9059678519034,1500.0,125.90596785190337
988,99766,6665,7397,False,3,8,0,1,5,4,2,1,2,,1,0,0.0825688073394496,0.0825688073394496,0.0825688073394496,2022-05-13,1500.0,1601.035756327746,-101.03575632774596
637,99244,397,4915,True,2,4,1,8,0,5,3,2,1,,-3,-1,0.5405405405405405,0.5405405405405405,0.5405405405405405,2022-05-13,1491.3544188335577,1486.8022713383486,4.552147495209056
1433,99686,6675,120,False,8,2,4,5,1,3,0,0,2,1.0,-1,6,0.576271186440678,0.576271186440678,0.576271186440678,2022-05-13,1546.0444449328884,1559.9073337389875,-13.862888806099136
603,89212,6387,8741,True,2,1,2,8,4,5,0,2,0,,1,2,,0.0,1.0,2022-05-13,1576.8618465283998,1500.0,76.86184652839984
951,99614,6199,878,True,3,5,2,4,1,8,0,2,1,-1.0,5,4,0.6493506493506493,0.6493506493506493,0.6493506493506493,2022-05-14,1500.1324429141328,1483.8145869835844,16.317855930548376
885,89216,624,6387,True,0,8,3,4,1,5,2,2,1,11.0,4,2,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-05-14,1636.3489374646779,1589.378863408898,46.97007405577983
1389,99688,8127,337,True,1,5,2,4,3,0,8,2,0,,7,3,0.8130081300813008,0.8130081300813008,0.8130081300813008,2022-05-14,1611.3135207289624,1501.0380124116327,110.2755083173297
1268,97432,104,278,True,8,2,1,0,4,3,5,2,0,5.0,2,1,,0.0,1.0,2022-05-14,1500.0,1500.0,0.0
1118,99246,2593,628,True,1,4,2,8,0,3,5,2,1,-2.0,-8,6,0.3067484662576687,0.3067484662576687,0.3067484662576687,2022-05-14,1544.846497519254,1579.9777489583853,-35.13125143913135
1409,97439,277,205,True,3,1,5,4,2,8,0,2,0,,6,4,,0.0,1.0,2022-05-14,1483.263693206478,1500.0,-16.73630679352209
817,99247,474,472,True,3,4,2,1,8,5,0,2,0,3.0,-1,-1,0.9433962264150942,0.9433962264150942,0.9433962264150942,2022-05-14,1535.3698126263664,1455.6417679721199,79.72804465424656
529,99067,6961,2406,True,1,5,3,4,0,2,8,2,0,,4,-1,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-05-14,1606.4673901211556,1431.9631182586518,174.50427186250386
301,99769,4210,7397,False,3,0,1,8,4,2,5,0,2,-3.0,-3,2,,0.0,1.0,2022-05-14,1472.4262142481332,1612.5097578224936,-140.08354357436042
574,89218,624,7040,True,0,3,8,2,5,1,4,2,0,,6,-1,0.9174311926605504,0.9174311926605504,0.9174311926605504,2022-05-14,1650.1989676868077,1500.0,150.1989676868077
127,99069,7386,4894,True,2,8,0,3,1,4,5,2,1,,7,3,0.2597402597402597,0.2597402597402597,0.2597402597402597,2022-05-15,1500.0,1503.6624049894715,-3.662404989471497
468,89219,6387,3351,False,3,2,1,5,8,4,0,0,2,,0,-2,0.8007968127490039,0.8007968127490039,0.8007968127490039,2022-05-15,1575.5288331867682,1489.5570303872255,85.97180279954273
627,99773,4050,7397,False,1,0,3,2,5,8,4,0,2,-2.0,-1,2,0.1452991452991452,0.1452991452991452,0.1452991452991452,2022-05-15,1458.6897740254603,1622.386916729555,-163.69714270409463
612,99617,878,5366,False,0,5,3,1,2,8,4,1,2,-2.0,1,2,0.2700729927007299,0.2700729927007299,0.2700729927007299,2022-05-15,1468.5654999652147,1497.4886641771618,-28.923164211947096
110,99691,188,5248,True,1,2,0,4,3,5,8,2,0,2.0,-1,4,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-05-15,1590.5817725933553,1490.573371103827,100.0084014895283
1449,99690,1034,106,True,5,4,3,8,2,0,1,2,0,-1.0,10,3,0.6756756756756757,0.6756756756756757,0.6756756756756757,2022-05-15,1525.666511953502,1502.4247158729731,23.241796080528957
1416,99619,6199,6389,True,5,3,8,1,2,0,4,2,0,-1.0,5,7,0.7518796992481203,0.7518796992481203,0.7518796992481203,2022-05-18,1515.3815299325024,1512.1590402823092,3.2224896501932108
233,99623,6199,5366,True,3,5,0,4,2,8,1,2,0,1.0,8,1,0.7352941176470588,0.7352941176470588,0.7352941176470588,2022-05-19,1531.233133055237,1512.1597716355477,19.073361419689263
1461,99621,878,7031,True,0,1,3,2,4,8,5,2,0,1.0,-2,-6,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-05-19,1453.8943925068288,1486.6397995523507,-32.745407045521915
34,89223,624,8971,True,2,1,3,8,5,0,4,2,0,,6,3,0.99009900990099,0.99009900990099,0.99009900990099,2022-05-19,1659.6830026506473,1500.0,159.68300265064727
1339,101747,4829,918,False,2,8,5,1,0,4,3,0,2,-3.0,6,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,2022-05-19,1485.4358728782763,1520.4664740234446,-35.03060114516825
