,map_id,t1,t2,winner,map,date,round_wr_diff,retake_wr_diff,postplant_wr_diff,fk_percent_diff,pistol_wr_diff,acs_diff,kills_diff,kdr_diff,kadr_diff,kast_diff,rating_diff
468,164151,2593,1184,1184,8,2024-04-25,0.11342162329615862,0.017190437818963178,-0.08621041879468838,0.05690442998760842,0.4333333333333333,25.90153846153845,0.45115009293680286,0.3098799506571013,0.4417205923904428,0.08366153846153834,0.2376307692307693
469,164152,2593,1184,1184,6,2024-04-25,0.0760629742659189,0.10973636623203575,0.03577247815138496,0.044642857142857095,0.11622807017543857,5.399999999999977,0.1352791982843944,0.1868402952463586,0.20272692142237392,0.044190476190476335,0.11201428571428562
470,118950,5248,120,120,4,2023-04-10,-0.08333333333333331,0.5142857142857143,-1.3,-0.20833333333333337,-0.33333333333333337,-30.0,-0.625,-0.21612690019828162,-0.3233311302048909,-0.10000000000000009,-0.15600000000000014
471,118951,5248,120,120,5,2023-04-10,-0.016571607555196155,-0.23159277504105097,0.15982101115340952,0.06077955755628878,-0.06259780907668233,-6.745833333333337,-0.08631804374904428,0.02954551248919357,0.023521101950849888,-0.023520833333333213,-0.020885416666666323
472,132560,8185,5248,5248,3,2023-06-12,-0.07080651268458915,-0.14804310833806011,0.01764705882352946,-0.13694307711725356,-0.05797101449275355,-22.70357142857145,-0.4633766670873829,-0.27646862940980577,-0.4263070263070263,-0.055714285714285605,-0.1698928571428573
473,132561,8185,5248,5248,0,2023-06-12,0.03723522853957639,-0.035904255319148926,0.1907894736842105,-0.03427297340340818,-0.06426332288401254,4.320634920634944,0.0763815894250679,0.03023867741744435,0.07015079855264972,0.005079365079365128,0.0672222222222223
474,119695,8185,624,624,3,2023-05-22,-0.03306212062508074,0.09873949579831931,-0.10476190476190483,-0.20418442464161174,0.2615384615384616,-11.949999999999989,-0.2480950535967974,-0.1485038175179021,-0.236211884099208,-0.04499999999999993,-0.13549999999999995
475,119696,8185,624,624,1,2023-05-22,0.05909090909090908,0.75,0.033333333333333326,-0.0613636363636364,-0.19999999999999996,-0.39999999999997726,-0.19318181818181834,0.028813559322034,0.21840193704600486,-0.03499999999999992,0.0924999999999998
476,134855,7969,12694,12694,4,2023-06-30,-0.2302533532041729,-0.1333333333333333,0.05042016806722682,-0.14257327372081463,-0.39160839160839156,-30.23333333333332,-0.73050173869846,-0.47799174006070566,-0.5584515101756482,-0.13900000000000012,-0.2889999999999998
477,134856,7969,12694,12694,0,2023-06-30,-0.21626733921815883,-0.3454545454545454,-0.04481792717086841,-0.08196721311475408,-0.6794871794871795,-32.833333333333314,-0.7503152585119794,-0.4021066698109499,-0.4773336477616634,-0.06300000000000006,-0.2585833333333333
478,163375,1034,2406,1034,8,2024-04-14,0.019603385120626537,0.011538461538461497,-0.04370015948963324,0.009346974864216318,-0.05384615384615388,10.388888888888886,0.16218264494126577,-0.008856780647065854,0.012310490943507668,0.03402222222222229,0.03328888888888892
479,163376,1034,2406,1034,2,2024-04-14,0.028375286041189884,-0.10999999999999999,0.02450980392156865,0.0778032036613272,0.04761904761904756,7.9777777777777885,0.15217391304347805,-0.011237118740614171,-0.03774014810211801,0.0451111111111111,0.02894444444444444
480,119016,188,7386,188,8,2023-05-06,0.2382352941176471,0.039215686274509776,0.21666666666666667,0.39117647058823524,0.7,51.26666666666665,0.9676470588235291,0.4872865275142314,0.8579380139152435,0.14133333333333342,0.3056666666666663
